时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,12.543888,30.824703,'Fussy',0.0586753
1,On,11.169767,60.471375,'Fussy',0.09936451
2,On,11.246746,58.778328,'Fussy',0.006657064
3,On,0.0,38.120064,'Fussy',0.19748417
4,On,0.0,56.676704,'Fussy',0.10399022
5,On,0.0,60.14798,'Fussy',0.14863154
6,On,0.0,35.18138,'Fussy',0.11075113
7,On,9.106741,57.60131,'Fussy',0.13833107
8,On,0.0,40.504524,'Fussy',0.075503826
9,On,14.0313835,43.017365,'Fussy',0.081657015
10,On,15.371178,52.866745,'Fussy',0.10442827
11,On,0.0,47.125443,'Fussy',0.112389065
12,On,0.0,38.194942,'Fussy',0.15936723
13,On,0.0,58.788498,'Fussy',0.116454475
14,On,0.0,40.605656,'Fussy',0.11866617
15,On,5.4788113,62.57936,'Fussy',0.03063717
16,On,0.0,54.466713,'Fussy',0.12568
17,On,0.0,52.344276,'Fussy',0.12332833
18,On,0.0,56.142914,'Fussy',0.14656787
19,On,0.0,55.16832,'Fussy',0.16787201
20,On,9.529745,35.029907,'Fussy',0.1080418
21,On,10.37826,38.15206,'Fussy',0.024744833
22,On,0.0,60.57138,'Fussy',0.020995367
23,On,8.036152,43.36142,'Fussy',0.18653253
24,On,2.256237,36.632397,'Fussy',0.16161892
25,On,0.0,40.079826,'Fussy',0.04545343
26,On,0.0,46.02547,'Fussy',0.19680451
27,On,2.4328823,37.974392,'Fussy',0.026185203
28,On,0.0,48.205814,'Fussy',0.07206638
29,On,0.0,44.278374,'Fussy',0.09359055
30,On,0.0,44.278374,'Fussy',0.09359055
31,On,0.0,44.278374,'Fussy',0.09359055
32,On,0.0,44.278374,'Fussy',0.09359055
33,On,0.0,44.278374,'Fussy',0.09359055
34,On,0.0,44.278374,'Fussy',0.09359055
35,On,0.0,44.278374,'Fussy',0.09359055
36,On,0.0,44.278374,'Fussy',0.09359055
37,On,0.0,44.278374,'Fussy',0.09359055
38,On,0.0,44.278374,'Fussy',0.09359055
39,On,0.0,44.278374,'Fussy',0.09359055
40,On,0.0,44.278374,'Fussy',0.09359055
41,On,9.342024,47.31109,'Fussy',0.15815102
42,On,3.2405262,50.09709,'Fussy',0.15438512
43,On,7.4604225,56.168243,'Fussy',0.18402492
44,On,0.0,52.906876,'Fussy',0.17688142
45,On,0.0,62.15557,'Fussy',0.08575268
46,On,8.334164,45.957233,'Fussy',0.03125682
47,On,2.6625938,64.98014,'Fussy',0.09357437
