时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,0.0,43.088108,'Fussy',0.08912685
1,On,5.677603,38.215416,'Fussy',0.011840391
2,On,10.07785,41.784332,'Fussy',0.07363408
3,On,5.0961056,56.960617,'Fussy',0.07412221
4,On,6.966917,43.774124,'Fussy',0.1784579
5,On,0.0,59.144653,'Fussy',0.057451367
6,On,0.0,59.42456,'Fussy',0.008528042
7,On,0.0,32.987312,'Fussy',0.08812449
8,On,13.219109,37.639526,'Fussy',0.1376283
9,On,0.0,56.46579,'Fussy',0.19242075
10,On,0.0,62.323013,'Fussy',0.13707493
11,On,0.0,39.29941,'Fussy',0.16294989
12,On,14.26009,44.80712,'Fussy',0.13383996
13,On,0.0,45.103813,'Fussy',0.043214787
14,On,0.0,39.716167,'Fussy',0.13814437
15,On,0.0,44.980816,'Fussy',0.09461013
16,On,5.297016,51.53808,'Fussy',0.033205297
17,On,10.274185,57.193466,'Fussy',0.051374543
18,On,9.3645,64.25211,'Fussy',0.1480357
19,On,7.0127697,59.91416,'Fussy',0.16283385
20,On,0.47451782,54.279617,'Fussy',0.1213715
21,On,8.979237,42.425884,'Fussy',0.09779028
22,On,8.199011,51.751984,'Fussy',0.024346149
23,On,0.0,49.91826,'Fussy',0.043990877
24,On,7.518326,40.309845,'Fussy',0.066746436
25,On,0.0,36.05498,'Fussy',0.13465543
26,On,7.638281,65.313034,'Fussy',0.1554809
27,On,0.0,44.529186,'Fussy',0.014041066
28,On,0.0,38.584484,'Fussy',0.01975627
29,On,5.4208736,56.439217,'Fussy',0.09328469
30,On,5.7542763,63.229767,'Fussy',0.191776
31,On,0.0,38.616093,'Fussy',0.09067903
32,On,5.9488277,41.60111,'Fussy',0.0064730407
33,On,13.742651,63.533554,'Fussy',0.038344014
34,On,0.0,64.95499,'Fussy',0.05890757
35,On,0.0,39.673584,'Fussy',0.1176186
36,On,7.417326,59.24054,'Fussy',0.008597481
37,On,0.0,53.23506,'Fussy',0.1704434
38,On,4.5935345,44.78877,'Fussy',0.09279869
39,On,15.122751,61.87834,'Fussy',0.019449914
40,On,0.0,61.896255,'Fussy',0.17357974
41,On,1.6547585,62.065468,'Fussy',0.18343271
42,On,0.0,56.267593,'Fussy',0.1617099
43,On,14.9345455,40.865986,'Fussy',0.14509058
44,On,10.426725,43.058968,'Fussy',0.089900725
45,On,0.0,67.13689,'Fussy',0.113436
46,On,0.0,49.215996,'Fussy',0.066587545
47,On,7.2334843,46.113564,'Fussy',0.1982968
48,On,1.4042797,55.72046,'Fussy',0.03638035
49,On,0.0,42.645775,'Fussy',0.18635666
50,On,12.043793,62.27121,'Fussy',0.03289777
51,On,14.119431,56.141075,'Fussy',0.036135852
52,On,2.1960526,49.36561,'Fussy',0.08586722
53,On,0.0,58.882484,'Fussy',0.1013543
54,On,15.414158,58.350647,'Fussy',0.12081938
55,On,11.366465,57.224762,'Fussy',0.04625329
56,On,13.003189,71.32739,'Fussy',0.1497109
57,On,13.003189,71.32739,'Fussy',0.1497109
58,On,13.003189,71.32739,'Fussy',0.1497109
59,On,13.003189,71.32739,'Fussy',0.1497109
60,On,13.003189,71.32739,'Fussy',0.1497109
61,On,13.003189,71.32739,'Fussy',0.1497109
62,On,13.003189,71.32739,'Fussy',0.1497109
63,On,13.003189,71.32739,'Fussy',0.1497109
64,On,13.003189,71.32739,'Fussy',0.1497109
65,On,13.003189,71.32739,'Fussy',0.1497109
66,On,13.003189,71.32739,'Fussy',0.1497109
67,On,13.003189,71.32739,'Fussy',0.1497109
68,On,0.0,73.7179,'Fussy',0.16107999
69,On,0.0,47.263374,'Fussy',0.027406586
70,On,0.0,57.655746,'Fussy',0.12108115
71,On,0.9458466,62.448605,'Destroyer1',0.3988111
72,On,0.96874046,62.73744,'Destroyer1',0.37119547
73,On,0.9807853,63.027702,'Destroyer1',0.3462972
74,On,0.9970112,63.319496,'Destroyer1',0.36607945
75,On,0.9948499,63.61266,'Destroyer1',0.3790875
76,On,11.911724,50.566643,'Fussy',0.1683533
77,On,0.44515896,68.95363,'Fussy',0.12753336
78,On,0.0,51.439987,'Fussy',0.18702053
79,On,13.196289,52.711853,'Fussy',0.023308694
80,On,6.5537643,57.535713,'Fussy',0.16816868
81,On,0.0,61.1334,'Fussy',0.19233032
82,On,11.614243,65.2275,'Fussy',0.020810712
83,On,0.0,68.91168,'Fussy',0.16424179
84,On,5.455553,52.092888,'Fussy',0.01732005
85,On,0.0,68.02414,'Fussy',0.08157592
86,On,0.0,69.7617,'Fussy',0.058017816
87,On,7.1105328,56.675552,'Fussy',0.074976526
88,On,0.0,63.340805,'Fussy',0.15816289
89,On,16.109495,75.93352,'Fussy',0.1550706
90,On,11.600838,60.939163,'Fussy',0.15962629
91,On,0.0,81.49805,'Fussy',0.18577272
92,On,4.473299,63.79621,'Fussy',0.1947571
93,On,10.837872,75.68163,'Fussy',0.18859115
94,On,11.659754,63.253082,'Fussy',0.041481532
95,On,13.334002,72.538605,'Fussy',0.11432463
96,On,0.0,80.60734,'Fussy',0.12362696
97,On,0.0,84.53981,'Fussy',0.011000431
98,On,13.958523,74.159744,'Fussy',0.14850803
99,On,0.0,61.770798,'Fussy',0.030765165
100,On,0.0,70.736336,'Fussy',0.4162476
101,On,9.225588,63.428375,'Fussy',0.4588846
102,On,0.0,61.75403,'Fussy',0.3882482
103,On,4.4130325,55.031662,'Fussy',0.40449193
104,On,5.3692513,37.72974,'Fussy',0.30625367
105,On,0.0,38.133812,'Fussy',0.33976007
106,On,0.0,47.196846,'Fussy',0.44539797
107,On,0.0,29.988518,'Fussy',0.3403909
108,On,7.8551407,41.304092,'Fussy',0.47833946
109,On,0.0,29.457497,'Fussy',0.37235013
110,On,0.0,29.271515,'Fussy',0.3455836
111,On,0.0,24.159294,'Fussy',0.37595144
112,On,0.0,16.696316,'Fussy',0.31587246
113,On,0.0,0.0,'Fussy',0.3098563
114,On,10.950436,6.9206944,'Fussy',0.47184587
115,On,2.6149845,9.833105,'Fussy',0.41404772
116,On,0.0,0.0,'Fussy',0.46320093
117,On,0.0,1.1947498,'Fussy',0.3285283
118,On,0.0,9.765947,'Fussy',0.33456695
119,On,13.791094,15.3834915,'Fussy',0.4015721
120,On,0.0,2.6106682,'Fussy',0.39388922
121,On,11.934555,0.0,'Fussy',0.31783533
122,On,6.2770557,10.5639305,'Fussy',0.4950263
123,On,10.122831,3.6665974,'Fussy',0.43158764
124,On,0.0,1.9676819,'Fussy',0.43973684
125,On,0.0,0.0,'Fussy',0.45616227
126,On,0.0,13.655399,'Fussy',0.48850524
127,On,0.0,8.916258,'Fussy',0.30857798
128,On,0.0,3.9449425,'Fussy',0.36023933
129,On,3.112753,0.0,'Fussy',0.4749067
130,On,0.0,0.0,'Fussy',0.4157899
131,On,3.136362,3.8380775,'Fussy',0.446804
132,On,1.7603531,5.54694,'Fussy',0.38529536
133,On,15.259665,1.5531998,'Fussy',0.4899606
134,On,6.5344696,6.014509,'Fussy',0.37022513
135,On,6.605501,6.0781384,'Fussy',0.36557654
136,On,4.6719036,10.375996,'Fussy',0.48364818
137,On,9.91029,12.382441,'Fussy',0.43700442
138,On,4.9468536,0.0,'Fussy',0.3749925
139,On,14.091713,0.0,'Fussy',0.34471303
140,On,0.0,13.600475,'Fussy',0.33971894
141,On,9.535442,15.263723,'Fussy',0.41440532
142,On,4.6766624,0.0,'Fussy',0.4154685
143,On,0.0,3.653225,'Fussy',0.48048943
144,On,0.0,10.4309025,'Fussy',0.3443995
145,On,0.0,0.0,'Fussy',0.43308502
146,On,7.717594,0.0,'Fussy',0.37386268
147,On,6.371748,15.881271,'Fussy',0.33366784
148,On,0.0,0.0,'Fussy',0.3208968
149,On,2.7094288,0.0,'Fussy',0.38993335
150,On,1.7440453,3.5060177,'Fussy',0.32673687
151,On,0.0,9.163033,'Fussy',0.4041676
152,On,1.4605083,0.0,'Fussy',0.33606175
153,On,9.181242,0.0,'Fussy',0.4021845
154,On,11.530565,13.360441,'Fussy',0.44859233
155,On,15.383888,0.0,'Fussy',0.41413793
156,On,0.0,0.0,'Fussy',0.31174058
157,On,0.0,16.766134,'Fussy',0.45121434
158,On,0.0,0.0,'Fussy',0.4719658
159,On,0.0,14.93302,'Fussy',0.4748211
160,On,1.5871696,5.531336,'Fussy',0.36701643
161,On,0.45686817,5.714033,'Fussy',0.3735538
162,On,3.5800476,0.0,'Fussy',0.31839
163,On,0.0,15.181225,'Fussy',0.36845016
164,On,0.0,5.539871,'Fussy',0.42958003
165,On,0.0,0.0,'Fussy',0.36370516
166,On,0.37498283,0.0,'Fussy',0.37681204
167,On,0.0,0.0,'Fussy',0.4873938
168,On,6.4915485,10.201046,'Fussy',0.3202021
169,On,4.045807,12.203629,'Fussy',0.44844732
170,On,13.650953,5.3805656,'Fussy',0.39916605
171,On,0.0,0.0,'Fussy',0.33017462
172,On,0.0,14.251694,'Fussy',0.40041408
173,On,8.612917,0.0,'Fussy',0.38938707
174,On,0.0,0.0,'Fussy',0.40330362
175,On,9.973272,0.0,'Fussy',0.3104356
176,On,5.9276924,1.7214394,'Fussy',0.47838593
177,On,9.289927,8.93791,'Fussy',0.4363329
178,On,0.0,15.774914,'Fussy',0.4127442
179,On,3.0810432,8.482771,'Fussy',0.36012137
180,On,6.6927376,12.755831,'Fussy',0.402565
181,On,2.8923798,3.679119,'Fussy',0.39162308
182,On,0.0,7.7784557,'Fussy',0.3364633
183,On,0.0,0.0,'Fussy',0.48863858
184,On,3.6688194,0.0,'Fussy',0.4316635
185,On,3.6231422,0.37862873,'Fussy',0.3207143
186,On,0.0,4.8753033,'Fussy',0.32830957
187,On,14.412401,10.970259,'Fussy',0.40208936
188,On,6.1394672,0.0,'Fussy',0.47464705
189,On,0.0,1.2632256,'Fussy',0.32748723
190,On,0.0,2.7479534,'Fussy',0.33378124
191,On,3.1611366,0.0,'Fussy',0.32498413
192,On,1.7743683,0.0,'Fussy',0.35573977
193,On,2.5847454,0.93307495,'Fussy',0.4427033
194,On,0.0,0.0,'Fussy',0.40821695
195,On,0.0,0.0,'Fussy',0.4300585
196,On,0.0,0.0,'Fussy',0.46965933
197,On,0.41526985,3.2240448,'Fussy',0.3036778
198,On,7.6392193,0.0,'Fussy',0.4876312
199,On,1.8437977,5.690077,'Fussy',0.43413222
