时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,113.99892,170.45244,'Fussy',0.11248175
1,On,129.38403,169.3765,'Fussy',0.013423991
2,On,118.80702,171.93898,'Fussy',0.11502919
3,On,122.634125,170.60796,'Fussy',0.13206391
4,On,113.00047,158.79073,'Fussy',0.01329869
5,On,116.224396,174.84444,'Fussy',0.16223402
6,On,116.80905,167.8761,'Fussy',0.17297325
7,On,129.58435,176.52995,'Fussy',0.18205525
8,On,128.54463,150.74147,'Fussy',0.008269382
9,On,126.77881,151.38159,'Fussy',0.19550249
10,On,128.93452,160.56885,'Fussy',0.1085091
11,On,136.822,160.00172,'Fussy',0.018709172
12,On,124.962006,148.95998,'Fussy',0.08117632
13,On,140.41943,151.84805,'Fussy',0.057299506
14,On,127.32245,150.09955,'Fussy',0.14610095
15,On,116.2509,173.56174,'Fussy',0.18863378
16,On,128.88959,163.36397,'Fussy',0.064120665
17,On,124.152466,154.53786,'Fussy',0.11433411
18,On,133.65149,151.0703,'Fussy',0.07175135
19,On,115.92853,157.00125,'Fussy',0.19224225
20,On,120.83882,157.24438,'Fussy',0.08470801
21,On,126.454315,150.81831,'Fussy',0.083875515
22,On,135.59462,148.91951,'Fussy',0.046414223
23,On,119.43263,152.20059,'Fussy',0.093714826
24,On,126.82152,159.92921,'Fussy',0.049759854
25,On,124.34386,162.22508,'Fussy',0.05660367
26,On,128.72328,163.40103,'Fussy',0.091639064
27,On,129.8526,157.31938,'Fussy',0.09966719
28,On,123.09447,157.84024,'Fussy',0.14052762
29,On,122.38431,148.94559,'Fussy',0.16855231
30,On,140.59645,172.49161,'Fussy',0.18735415
31,On,141.19327,164.14688,'Fussy',0.14642186
32,On,120.28871,150.87195,'Fussy',0.18683092
33,On,135.79149,150.54962,'Fussy',0.009564245
34,On,130.55977,154.85815,'Fussy',0.18239705
35,On,119.46115,156.05637,'Fussy',0.11705204
36,On,135.2162,159.93394,'Fussy',0.00795225
37,On,131.46745,149.9156,'Fussy',0.188336
38,On,121.819275,168.38168,'Fussy',0.058336712
39,On,119.24838,162.52171,'Fussy',0.16982637
40,On,118.38974,155.56825,'Fussy',0.048880637
41,On,116.626175,167.11723,'Fussy',0.12747718
42,On,134.48729,156.22061,'Fussy',0.05962366
43,On,142.84093,152.4914,'Fussy',0.15030544
44,On,127.84381,157.30037,'Fussy',0.02836368
45,On,132.98087,152.33472,'Fussy',0.07921403
46,On,114.724884,159.60918,'Fussy',0.12084825
47,On,118.55638,174.56786,'Fussy',0.17797923
