时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,7.475088,30.730396,'Fussy',0.12770753
1,On,0.0,57.550056,'Fussy',0.06966194
2,On,6.2453136,47.89406,'Fussy',0.1485177
3,On,13.607664,34.63069,'Fussy',0.07038295
4,On,10.517176,52.09619,'Fussy',0.05053252
5,On,5.6204147,59.25276,'Fussy',0.016643941
6,On,4.248451,35.06351,'Fussy',0.021861697
7,On,7.2620125,49.445976,'Fussy',0.15695196
8,On,0.0,49.690575,'Fussy',0.13933162
9,On,3.0078545,43.647545,'Fussy',0.050884344
10,On,8.140684,51.00006,'Fussy',0.12483243
11,On,6.42441,41.955555,'Fussy',0.043989576
12,On,11.019688,53.297142,'Fussy',0.16841269
13,On,14.225584,46.20336,'Fussy',0.020679666
14,On,0.67778206,51.015717,'Fussy',0.055840053
15,On,12.905567,51.29445,'Fussy',0.020620275
16,On,7.468405,33.598675,'Fussy',0.017883314
17,On,8.238409,58.83554,'Fussy',0.07835721
18,On,0.0,57.169823,'Fussy',0.17248526
19,On,0.0,61.591293,'Fussy',0.08972317
20,On,0.0,54.265938,'Fussy',0.19137286
21,On,12.660969,40.526295,'Fussy',0.12039824
22,On,3.2474651,62.260452,'Fussy',0.14808962
23,On,0.0,58.408752,'Fussy',0.122444
24,On,0.0,64.87819,'Fussy',0.0023236156
25,On,0.0,63.50979,'Fussy',0.10120467
26,On,0.0,46.523785,'Fussy',0.07097726
27,On,0.0,49.262794,'Fussy',0.19359511
28,On,7.71014,41.88218,'Fussy',0.014372564
29,On,12.977621,44.066666,'Fussy',0.068399385
30,On,0.0,40.977425,'Fussy',0.10416664
31,On,0.0,49.130524,'Fussy',0.11456882
32,On,0.0,49.515,'Fussy',0.198055
33,On,14.790857,61.99179,'Fussy',0.14029555
34,On,0.0,47.59041,'Fussy',0.16897449
35,On,12.519886,59.45713,'Fussy',0.060232926
36,On,0.0,63.81199,'Fussy',0.0654638
37,On,14.217926,60.45839,'Fussy',0.06382594
38,On,7.703127,63.632156,'Fussy',0.078029275
39,On,0.0,49.54335,'Fussy',0.026754105
40,On,0.0,63.80433,'Fussy',0.005851543
41,On,12.286633,47.50907,'Fussy',0.15945177
42,On,7.368738,52.472427,'Fussy',0.14653008
43,On,1.054882,67.87598,'Fussy',0.11875409
44,On,4.882065,66.99499,'Fussy',0.09209913
45,On,0.0,53.001167,'Fussy',0.1559123
46,On,0.0,50.25595,'Fussy',0.08984213
47,On,7.5647717,59.27086,'Fussy',0.10387498
48,On,0.0,49.813293,'Fussy',0.018503416
49,On,0.0,41.29087,'Fussy',0.14154534
50,On,0.0,56.897606,'Fussy',0.16463573
51,On,9.964758,56.232224,'Fussy',0.19481213
52,On,0.0,50.513245,'Fussy',0.0068376064
53,On,0.0,48.06116,'Fussy',0.08159297
54,On,0.5929432,53.03196,'Fussy',0.13307254
55,On,0.7046356,55.073875,'Fussy',0.12414419
56,On,14.899176,55.837044,'Fussy',0.15687326
57,On,14.899176,55.837044,'Fussy',0.15687326
58,On,14.899176,55.837044,'Fussy',0.15687326
59,On,14.899176,55.837044,'Fussy',0.15687326
60,On,14.899176,55.837044,'Fussy',0.15687326
61,On,14.899176,55.837044,'Fussy',0.15687326
62,On,14.899176,55.837044,'Fussy',0.15687326
63,On,14.899176,55.837044,'Fussy',0.15687326
64,On,14.899176,55.837044,'Fussy',0.15687326
65,On,14.899176,55.837044,'Fussy',0.15687326
66,On,14.899176,55.837044,'Fussy',0.15687326
67,On,14.899176,55.837044,'Fussy',0.15687326
68,On,0.0,74.81892,'Fussy',0.16557114
69,On,10.318569,57.375862,'Fussy',0.18771629
70,On,0.0,65.795494,'Fussy',0.013701427
71,On,0.0,62.051212,'Carrier1',0.4806509
72,On,0.027976455,62.33788,'Carrier1',0.46331874
73,On,0.027976455,62.626045,'Carrier1',0.31703678
74,On,0.01978234,62.91572,'Carrier1',0.32046595
75,On,0.0,63.206905,'Carrier1',0.4165672
76,On,6.1447506,62.958763,'Fussy',0.0451648
77,On,7.8736916,73.32938,'Fussy',0.17862724
78,On,0.0,72.51074,'Fussy',0.15818267
79,On,0.0,73.21294,'Fussy',0.03241844
