时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
0,67.07,370429.50,399038.34,135.23817,0.0,2552.00,0,0
1,1871.60,368625.00,399038.34,134.76126,0.0,2552.00,5,0
2,3676.12,366820.50,399038.34,134.76044,0.0,2552.00,4,0
3,5480.68,365016.00,399038.34,135.23946,0.0,2552.00,5,0
4,7285.21,363211.50,399038.34,134.76115,0.0,2552.00,5,0
5,9089.74,361406.97,399038.34,135.23944,0.0,2552.00,7,0
6,10894.28,359602.47,399038.34,135.23944,0.0,2552.00,4,0
7,12698.82,357797.97,399038.34,135.23944,0.0,2552.00,4,0
8,14503.36,355993.47,399038.34,135.23944,0.0,2552.00,4,0
9,16307.91,354188.97,399038.34,135.23862,0.0,2552.00,4,0
10,18112.43,352384.47,399038.34,135.23875,0.0,2552.00,4,0
11,19916.97,350579.97,399038.34,134.76117,0.0,2552.00,3,0
12,21721.50,348775.44,399038.34,134.76062,0.0,2552.00,6,0
13,23526.04,346970.94,399038.34,134.75822,0.0,2552.00,3,0
14,25330.60,345166.44,399038.34,135.24203,0.0,2552.00,5,0
15,27135.13,343361.94,399038.34,134.76117,0.0,2552.00,6,0
16,28939.65,341557.44,399038.34,135.24295,0.0,2552.00,8,0
17,30744.19,339752.94,399038.34,134.76137,0.0,2552.00,5,0
18,32548.72,337948.44,399038.34,135.23889,0.0,2552.00,3,0
19,34353.26,336143.91,399038.34,135.24385,0.0,2552.00,8,0
20,36157.80,334339.41,399038.34,134.75906,0.0,2552.00,5,0
21,37962.32,332534.91,399038.34,135.24094,0.0,2552.00,5,0
22,39766.88,330730.41,399038.34,135.23862,0.0,2552.00,10,0
23,41571.41,328925.91,399038.34,135.24107,0.0,2552.00,5,0
24,43375.93,327121.41,399038.34,135.24385,0.0,2552.00,11,0
25,45180.48,325316.91,399038.34,134.75906,0.0,2552.00,5,0
26,46985.00,323512.38,399038.34,135.24094,0.0,2552.00,5,0
27,48789.55,321707.88,399038.34,135.23862,0.0,2552.00,10,0
28,50594.08,319903.38,399038.34,135.24107,0.0,2552.00,5,0
29,52398.61,318098.88,399038.34,135.24385,0.0,2552.00,11,0
30,54203.16,316294.38,399038.34,134.75906,0.0,2552.00,5,0
31,56007.67,314489.88,399038.34,135.24094,0.0,2552.00,5,0
32,57812.23,312685.38,399038.34,135.23862,0.0,2552.00,10,0
33,59616.76,310880.88,399038.34,135.24107,0.0,2552.00,5,0
34,61421.28,309076.34,399038.34,135.24385,0.0,2552.00,11,0
35,63225.83,307271.84,399038.34,134.75906,0.0,2552.00,5,0
36,65030.39,305467.34,399038.34,135.24121,0.0,2552.00,3,0
37,66834.90,303662.84,399038.34,134.76097,0.0,2552.00,4,0
38,68639.47,301858.34,399038.34,134.7588,0.0,2552.00,7,0
39,70443.97,300053.84,399038.34,135.23875,0.0,2552.00,4,0
40,72248.53,298249.34,399038.34,134.7588,0.0,2552.00,6,0
41,74053.04,296444.81,399038.34,135.23875,0.0,2552.00,4,0
42,75857.60,294640.31,399038.34,134.7588,0.0,2552.00,6,0
43,77662.11,292835.81,399038.34,135.23875,0.0,2552.00,4,0
44,79466.67,291031.31,399038.34,134.7588,0.0,2552.00,6,0
45,81271.18,289226.81,399038.34,135.23875,0.0,2552.00,4,0
46,83075.74,287422.31,399038.34,134.7588,0.0,2552.00,6,0
47,84880.25,285617.81,399038.34,135.23875,0.0,2552.00,4,0
48,86684.81,283813.28,399038.34,134.7588,0.0,2552.00,6,0
49,88489.32,282008.78,399038.34,135.23875,0.0,2552.00,4,0
50,90293.88,280204.28,399038.34,134.7588,0.0,2552.00,6,0
51,92098.39,278399.78,399038.34,135.23875,0.0,2552.00,4,0
52,93902.95,276595.28,399038.34,134.7588,0.0,2552.00,6,0
53,95707.46,274790.78,399038.34,135.23875,0.0,2552.00,4,0
54,97512.02,272986.28,399038.34,134.7588,0.0,2552.00,6,0
55,99316.53,271181.75,399038.34,135.23875,0.0,2552.00,4,0
56,101121.09,269377.25,399038.34,134.7588,0.0,2552.00,6,0
57,102925.60,267572.75,399038.34,135.23875,0.0,2552.00,4,0
58,104730.16,265768.25,399038.34,134.7588,0.0,2552.00,6,0
59,106534.67,263963.75,399038.34,135.23875,0.0,2552.00,4,0
60,108339.23,262159.25,399038.34,134.7588,0.0,2552.00,6,0
61,110143.73,260354.73,399038.34,135.23875,0.0,2552.00,4,0
62,111948.30,258550.23,399038.34,134.7588,0.0,2552.00,6,0
63,113752.80,256745.73,399038.34,135.23875,0.0,2552.00,4,0
64,115557.34,254941.22,399038.34,134.75717,0.0,2552.00,8,0
65,117361.88,253136.69,399038.34,135.2431,0.0,2552.00,4,0
66,119166.45,251332.19,399038.34,134.76091,0.0,2552.00,4,0
67,120970.95,249527.67,399038.34,135.2385,0.0,2552.00,5,0
68,122775.49,247723.17,399038.34,134.7569,0.0,2552.00,6,0
69,124580.10,245918.67,399038.34,135.24034,0.0,2552.00,5,0
70,126384.60,244114.17,399038.34,135.23956,0.0,2552.00,4,0
71,128189.12,242309.66,399038.34,134.76123,0.0,2552.00,5,0
72,129993.66,240505.16,399038.34,134.75505,0.0,2552.00,6,0
73,131798.19,238700.66,399038.34,134.75505,0.0,2552.00,6,0
74,133602.72,236896.16,399038.34,134.75505,0.0,2552.00,6,0
75,135407.25,235091.64,399038.34,134.75505,0.0,2552.00,6,0
76,137211.80,233287.14,399038.34,134.75505,0.0,2552.00,6,0
77,139016.33,231482.64,399038.34,134.75505,0.0,2552.00,6,0
78,140820.86,229678.13,399038.34,134.75505,0.0,2552.00,6,0
79,142625.39,227873.63,399038.34,134.75505,0.0,2552.00,6,0
80,144429.94,226069.13,399038.34,134.75505,0.0,2552.00,6,0
81,146234.47,224264.63,399038.34,134.75505,0.0,2552.00,6,0
82,148039.00,222460.11,399038.34,134.75505,0.0,2552.00,6,0
