时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,134.86485,170.78226,'Fussy',0.05054618
1,On,137.54489,164.06273,'Fussy',0.15401885
2,On,139.86816,150.69968,'Fussy',0.19875045
3,On,122.62462,164.16367,'Fussy',0.07786149
4,On,129.51015,150.16763,'Fussy',0.10638329
5,On,112.58455,173.5942,'Fussy',0.09825881
6,On,123.47238,168.1831,'Fussy',0.1951944
7,On,126.99304,160.76646,'Fussy',0.019297028
8,On,123.51788,169.66429,'Fussy',0.13592498
9,On,135.78964,153.1965,'Fussy',0.13395715
10,On,115.55266,157.39249,'Fussy',0.14931743
11,On,129.55298,150.22356,'Fussy',0.08191019
12,On,113.99744,149.72964,'Fussy',0.09926724
13,On,129.02025,157.24872,'Fussy',0.065749906
14,On,114.95488,171.4906,'Fussy',0.020448698
15,On,132.26888,151.56912,'Fussy',0.1686
16,On,129.82481,152.20595,'Fussy',0.04852729
17,On,139.03912,168.10489,'Fussy',0.024391865
18,On,116.59265,153.70876,'Fussy',0.12358614
19,On,142.3494,170.43704,'Fussy',0.035944548
20,On,139.55124,166.31393,'Fussy',0.051370133
21,On,132.22757,156.16428,'Fussy',0.07518231
22,On,140.12637,152.90092,'Fussy',0.10060269
23,On,137.34521,152.89944,'Fussy',0.16553776
24,On,125.91832,157.02888,'Fussy',0.13116927
25,On,136.11057,149.70154,'Fussy',0.16810618
26,On,116.86125,165.01532,'Fussy',0.03998456
27,On,125.93294,150.51775,'Fussy',0.03448701
28,On,140.89613,175.81847,'Fussy',0.025139976
29,On,125.20155,149.14868,'Fussy',0.118169986
30,On,113.65138,165.62555,'Fussy',0.07938538
31,On,121.54115,168.04988,'Fussy',0.06678925
32,On,118.50621,173.43791,'Fussy',0.0148911
33,On,140.20969,174.62593,'Fussy',0.13639247
34,On,127.040085,161.67041,'Fussy',0.14884065
35,On,129.34581,159.03683,'Fussy',0.17500426
36,On,118.77043,163.61298,'Fussy',0.15173115
37,On,115.86401,154.74838,'Fussy',0.07706084
38,On,129.19089,164.4769,'Fussy',0.10756811
39,On,141.12102,152.53448,'Fussy',0.012145722
40,On,143.53404,168.10104,'Fussy',0.14130792
41,On,118.86148,154.52122,'Fussy',0.0074136495
42,On,124.91202,167.75058,'Fussy',0.17688973
43,On,126.73865,151.32716,'Fussy',0.17142707
44,On,143.93881,156.3794,'Fussy',0.08770231
45,On,118.180786,158.30919,'Fussy',0.07095971
46,On,128.49998,154.99469,'Fussy',0.043332946
47,On,134.99487,169.5519,'Fussy',0.092718616
48,On,137.67587,168.00204,'Fussy',0.054257285
49,On,121.49603,150.14885,'Fussy',0.031167973
50,On,124.32338,173.56854,'Fussy',0.10115981
51,On,116.53038,161.74417,'Fussy',0.07745957
52,On,135.6426,153.68456,'Fussy',0.16489683
53,On,143.38321,174.93767,'Fussy',0.12111564
54,On,128.60767,168.67227,'Fussy',0.10856622
55,On,120.44089,164.14262,'Fussy',0.1683624
56,On,139.55634,161.35052,'Fussy',0.14254855
57,On,139.47397,173.86177,'Fussy',0.15658885
58,On,142.65402,168.14046,'Fussy',0.06709688
59,On,118.372635,150.24687,'Fussy',0.028460873
60,On,142.14122,159.65308,'Fussy',0.01697129
61,On,121.570755,162.07913,'Fussy',0.11169296
62,On,134.24771,159.84547,'Fussy',0.004318166
63,On,130.40167,150.78659,'Fussy',0.039677598
64,On,125.949524,150.56837,'Fussy',0.1986272
65,On,127.53987,163.4947,'Fussy',0.12072428
66,On,121.259766,171.09494,'Fussy',0.18473762
67,On,138.45781,172.64879,'Fussy',0.13978383
68,On,117.65459,151.37529,'Fussy',0.13342069
69,On,128.25844,171.96745,'Fussy',0.01823417
70,On,135.79108,155.86795,'Fussy',0.01699016
71,On,133.2418,173.17252,'Fussy',0.0059355735
72,On,136.83148,149.11705,'Fussy',0.05972557
73,On,117.59622,151.78044,'Fussy',0.018105377
74,On,132.13716,159.71164,'Fussy',0.024432123
75,On,119.77966,156.28009,'Fussy',0.17230663
76,On,138.29977,157.27925,'Fussy',0.17808114
77,On,137.5873,167.32292,'Fussy',0.0661624
78,On,125.067856,166.06473,'Fussy',0.14388078
79,On,146.04718,163.12952,'Fussy',0.009992885
80,On,118.419556,176.9151,'Fussy',0.118578315
81,On,145.44673,168.04453,'Fussy',0.08032687
82,On,117.04382,165.8189,'Fussy',0.1900647
83,On,135.44539,174.298,'Fussy',0.092495166
84,On,129.55083,155.6329,'Fussy',0.0139745595
85,On,133.94441,153.37611,'Fussy',0.0654596
86,On,132.47746,166.5779,'Fussy',0.13254288
87,On,132.95332,157.98216,'Fussy',0.0847403
88,On,125.492386,177.4999,'Fussy',0.030039776
89,On,119.1304,173.24593,'Fussy',0.0015271663
90,On,122.00847,179.03925,'Fussy',0.17291602
91,On,119.70123,152.35907,'Fussy',0.014685321
92,On,138.98235,160.506,'Fussy',0.1999917
93,On,146.219,175.44969,'Fussy',0.045196295
94,On,119.24953,167.77917,'Fussy',0.16297376
95,On,140.33107,151.81348,'Fussy',0.07285743
96,On,132.162,153.53642,'Fussy',0.09794738
97,On,122.043625,154.94817,'Fussy',0.14486896
98,On,121.747574,177.67603,'Fussy',0.1832553
99,On,133.89497,151.12195,'Fussy',0.017375816
100,On,0.0,63.692154,'Fussy',0.30409336
101,On,0.8127775,71.07562,'Fussy',0.39905703
102,On,14.01182,59.994392,'Fussy',0.42438787
103,On,0.0,58.137955,'Fussy',0.4810847
104,On,8.931625,55.241776,'Fussy',0.41239122
105,On,0.0,33.692955,'Fussy',0.47958305
106,On,11.213505,46.742737,'Fussy',0.34047583
107,On,6.9252167,45.390038,'Fussy',0.41217548
108,On,0.0,15.954376,'Fussy',0.43545073
109,On,0.0,20.411228,'Fussy',0.44012544
110,On,10.406221,23.008007,'Fussy',0.32655814
111,On,4.933771,7.9454994,'Fussy',0.46220136
112,On,2.5730476,0.0,'Fussy',0.4998665
113,On,0.0,9.867905,'Fussy',0.39043775
114,On,0.0,4.3313065,'Fussy',0.39994067
115,On,0.0,0.0,'Fussy',0.48275185
116,On,0.0,12.763981,'Fussy',0.3861077
117,On,15.314146,0.50398064,'Fussy',0.47545594
118,On,4.114258,0.0,'Fussy',0.39860383
119,On,9.969769,0.27417374,'Fussy',0.46978873
120,On,0.0,1.3547668,'Fussy',0.4754763
121,On,0.0,0.0,'Fussy',0.49794617
122,On,0.0,8.121933,'Fussy',0.3249243
123,On,2.4183216,0.0,'Fussy',0.41455752
124,On,15.650549,7.1203575,'Fussy',0.383139
125,On,8.343525,0.0,'Fussy',0.43897036
126,On,0.6993027,0.0,'Fussy',0.3182103
127,On,0.0,0.0,'Fussy',0.32163644
128,On,4.8370953,2.1787205,'Fussy',0.38265818
129,On,0.0,0.0,'Fussy',0.30785453
130,On,15.189926,0.0,'Fussy',0.44688419
131,On,7.0943604,0.0,'Fussy',0.386683
132,On,8.5005245,0.0,'Fussy',0.38452694
133,On,0.0,0.0,'Fussy',0.4732588
134,On,11.497406,9.386526,'Fussy',0.49439186
135,On,0.7946224,14.9223995,'Fussy',0.3761043
136,On,14.313236,15.218697,'Fussy',0.46880096
137,On,6.9654503,2.6673489,'Fussy',0.45583308
138,On,0.0,0.0,'Fussy',0.40762877
139,On,0.0,6.6469307,'Fussy',0.41274184
140,On,0.0,11.113001,'Fussy',0.40426862
141,On,0.0,13.808775,'Fussy',0.48146522
142,On,6.1267815,4.3598156,'Fussy',0.38303775
143,On,0.0,12.691582,'Fussy',0.38106972
144,On,0.31191826,11.202717,'Fussy',0.3123459
145,On,1.6402149,0.9578285,'Fussy',0.35482422
146,On,0.0,7.6280403,'Fussy',0.39312935
147,On,6.914324,13.298674,'Fussy',0.45458823
148,On,3.9915905,5.550764,'Fussy',0.4860323
149,On,0.0,13.319805,'Fussy',0.3901893
150,On,8.226713,0.0,'Fussy',0.4739434
151,On,4.01527,3.456236,'Fussy',0.3961514
152,On,0.0,5.7214527,'Fussy',0.37019983
153,On,2.8226738,11.216913,'Fussy',0.3767191
154,On,0.0,7.255577,'Fussy',0.380232
155,On,0.0,0.0,'Fussy',0.46487427
156,On,13.100262,0.0,'Fussy',0.30096686
157,On,13.0427685,0.0,'Fussy',0.4265234
158,On,4.6705856,0.0,'Fussy',0.3075956
159,On,8.572153,4.1666336,'Fussy',0.40387756
160,On,12.548136,7.083317,'Fussy',0.32506695
161,On,0.0,3.238058,'Fussy',0.49618903
162,On,10.006212,5.145384,'Fussy',0.3265122
163,On,0.0,0.0,'Fussy',0.4011658
164,On,11.180666,4.113779,'Fussy',0.3454643
165,On,12.58008,12.22543,'Fussy',0.34769517
166,On,0.0,15.481873,'Fussy',0.47861642
167,On,6.33564,12.578184,'Fussy',0.37800568
168,On,0.0,0.0,'Fussy',0.42187884
169,On,0.0,3.1945915,'Fussy',0.4567238
170,On,5.176136,12.387463,'Fussy',0.36652315
171,On,9.699768,0.0,'Fussy',0.32875007
172,On,0.0,0.0,'Fussy',0.38361984
173,On,6.229141,0.0,'Fussy',0.44088787
