时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,30.990562,15.9289055,'Fussy',0.020094633
1,On,19.831879,13.724596,'Fussy',0.04154296
2,On,47.835007,25.103191,'Fussy',0.13177344
3,On,23.44751,32.731308,'Fussy',0.0012234331
4,On,47.111393,20.478928,'Fussy',0.031915605
5,On,46.309387,32.0091,'Fussy',0.18943898
6,On,30.952038,31.353546,'Fussy',0.097417474
7,On,23.875568,12.795063,'Fussy',0.069503605
8,On,34.34556,29.94545,'Fussy',0.073800504
9,On,35.39,27.167076,'Fussy',0.023193408
10,On,35.39,27.167076,'Fussy',0.023193408
11,On,35.39,27.167076,'Fussy',0.023193408
12,On,35.39,27.167076,'Fussy',0.023193408
13,On,35.39,27.167076,'Fussy',0.023193408
14,On,35.39,27.167076,'Fussy',0.023193408
15,On,35.39,27.167076,'Fussy',0.023193408
16,On,35.39,27.167076,'Fussy',0.023193408
17,On,35.39,27.167076,'Fussy',0.023193408
18,On,35.39,27.167076,'Fussy',0.023193408
19,On,35.39,27.167076,'Fussy',0.023193408
20,On,35.39,27.167076,'Fussy',0.023193408
21,On,39.68791,5.4218254,'Fussy',0.116670765
22,On,42.853683,16.104721,'Fussy',0.031349372
23,On,24.224854,30.80146,'Fussy',0.124794506
24,On,33.6427,28.999916,'Fussy',0.1389896
25,On,20.30336,30.0736,'Fussy',9.705067E-4
26,On,20.976776,27.249039,'Fussy',0.10462703
27,On,24.530376,12.838854,'Fussy',0.14100198
28,On,22.657715,21.34946,'Fussy',0.096345656
29,On,37.70949,33.32064,'Fussy',0.12211831
30,On,28.739231,23.797714,'Fussy',0.0409827
31,On,26.062916,4.796629,'Fussy',0.038040437
32,On,41.14897,10.013382,'Fussy',0.0021368742
33,On,25.989353,19.468796,'Fussy',0.097251914
34,On,24.567215,34.483086,'Fussy',0.10807941
35,On,28.137283,11.117954,'Fussy',0.026041735
36,On,46.266594,11.882353,'Fussy',0.078904174
37,On,33.856842,33.510708,'Fussy',0.08130816
38,On,36.648357,32.1389,'Fussy',0.046631157
39,On,22.177578,13.243118,'Fussy',0.07745009
40,On,24.544025,25.186272,'Fussy',0.11847585
41,On,24.744366,34.947086,'Fussy',0.045760393
42,On,38.882904,35.15096,'Fussy',0.13049534
43,On,27.491455,13.237003,'Fussy',0.19244295
44,On,32.30702,19.6101,'Fussy',0.07492989
45,On,31.425922,14.093742,'Fussy',0.17568576
46,On,23.08992,20.922783,'Fussy',0.08864249
47,On,51.51861,24.568657,'Fussy',0.036708035
48,On,30.022259,33.178696,'Fussy',0.12608097
49,On,36.903652,13.525887,'Fussy',0.068183
50,On,25.323563,18.848019,'Fussy',0.09829024
51,On,31.060055,22.029736,'Fussy',0.02736609
52,On,36.790012,34.948288,'Fussy',0.14346448
53,On,28.233635,16.5094,'Fussy',0.0030768753
54,On,29.35543,22.636612,'Fussy',0.034529757
55,On,38.74778,9.128714,'Fussy',0.16023141
56,On,37.785698,29.939411,'Fussy',0.117563166
57,On,43.18194,16.727882,'Fussy',0.10534519
58,On,35.640884,14.007528,'Fussy',0.0409271
59,On,45.696014,11.255537,'Fussy',0.13991879
60,On,43.483902,35.947872,'Fussy',0.045004476
61,On,46.60206,28.288895,'Fussy',0.18579437
62,On,25.333618,11.443279,'Fussy',0.16726299
63,On,41.75673,15.840881,'Fussy',0.08748453
64,On,42.405807,25.58482,'Fussy',0.0017520785
65,On,29.005432,33.631336,'Fussy',0.074574664
66,On,32.04266,27.95943,'Fussy',0.17607145
67,On,44.609463,19.234245,'Fussy',0.16164815
68,On,24.705246,36.459366,'Fussy',0.10189857
69,On,27.641693,24.409477,'Fussy',0.027922763
70,On,51.615906,31.667038,'Fussy',0.14211495
71,On,26.900917,26.243591,'Fussy',0.101877406
72,On,44.566772,21.502571,'Fussy',0.12339027
73,On,26.319225,8.617123,'Fussy',0.053180624
74,On,41.203495,7.9923153,'Fussy',0.12342917
75,On,41.213528,22.58984,'Fussy',0.056801833
76,On,31.398521,9.475107,'Fussy',0.014605201
77,On,44.01976,26.19297,'Fussy',0.056173768
78,On,34.3633,25.473907,'Fussy',0.05600032
79,On,49.2601,18.029995,'Fussy',0.030994987
80,On,40.8219,25.420227,'Fussy',0.07076465
81,On,32.673283,7.670086,'Fussy',0.048321106
82,On,48.829445,29.892319,'Fussy',0.17528853
83,On,36.76158,26.493416,'Fussy',0.10795237
84,On,53.32753,15.811348,'Fussy',0.075161636
85,On,46.100174,31.068855,'Fussy',0.17265156
86,On,49.665283,9.090178,'Fussy',0.17734888
87,On,38.1005,17.615417,'Fussy',0.08728693
88,On,33.467888,34.942177,'Fussy',0.17248994
89,On,26.401733,24.302788,'Fussy',0.016850412
90,On,32.488773,20.82611,'Fussy',0.1527641
91,On,54.65309,36.716652,'Fussy',0.11933737
92,On,43.710884,25.694214,'Fussy',0.012380349
93,On,41.83489,24.086575,'Fussy',0.11056157
94,On,31.012314,35.43795,'Fussy',0.13240519
95,On,32.35569,29.164536,'Fussy',0.19947998
96,On,51.395355,29.537918,'Fussy',0.049697746
97,On,35.258553,31.341843,'Fussy',0.17080995
98,On,31.759212,17.907417,'Fussy',0.12146701
99,On,26.012424,33.11074,'Fussy',0.17577524
100,On,2.3013477,70.07208,'Fussy',0.37382686
101,On,0.0,52.184975,'Fussy',0.32621363
102,On,9.865873,66.95105,'Fussy',0.43522465
103,On,7.4802227,67.5081,'Fussy',0.41548544
104,On,6.9661465,52.25666,'Fussy',0.48582053
105,On,4.5544357,29.31496,'Fussy',0.42874235
106,On,1.6414471,46.788345,'Fussy',0.322098
107,On,0.0,40.36608,'Fussy',0.46710402
108,On,0.0,31.346657,'Fussy',0.47611976
109,On,13.178343,33.175846,'Fussy',0.4110088
110,On,0.0,23.839005,'Fussy',0.3393379
111,On,0.0,8.261013,'Fussy',0.34826714
112,On,2.3330288,1.191019,'Fussy',0.30843574
113,On,9.011818,12.325977,'Fussy',0.30997282
114,On,0.0,0.0,'Fussy',0.44255045
115,On,8.342464,1.2556305,'Fussy',0.45951262
116,On,0.0,0.0,'Fussy',0.30601376
117,On,5.5554066,13.581766,'Fussy',0.47209948
118,On,0.0,0.0,'Fussy',0.38528863
119,On,7.8950024,1.8759956,'Fussy',0.31255734
120,On,0.0,8.374046,'Fussy',0.37306115
121,On,0.0,11.231144,'Fussy',0.43022895
122,On,9.257996,0.0,'Fussy',0.40254378
123,On,0.0,0.0,'Fussy',0.30159876
124,On,0.0,0.0,'Fussy',0.3063593
125,On,6.3601665,13.914316,'Fussy',0.35357958
126,On,0.0,8.820646,'Fussy',0.44381517
127,On,0.0,8.636166,'Fussy',0.30558527
128,On,2.2745724,14.475805,'Fussy',0.45627096
129,On,15.527502,8.902336,'Fussy',0.49315906
130,On,0.0,0.0,'Fussy',0.3478213
131,On,0.0,5.201784,'Fussy',0.44980806
132,On,5.1447334,5.1864376,'Fussy',0.34689483
133,On,2.8179073,12.514271,'Fussy',0.33417216
134,On,0.0,0.0,'Fussy',0.41119334
135,On,13.270777,0.0,'Fussy',0.37528527
136,On,0.0,8.827862,'Fussy',0.44475025
137,On,0.0,6.966881,'Fussy',0.30900085
138,On,2.7482433,0.0,'Fussy',0.3351404
139,On,10.573158,0.0,'Fussy',0.39081386
140,On,0.0,4.673628,'Fussy',0.42038292
141,On,0.0,0.0,'Fussy',0.3973114
