时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,2.3887558,36.692776,'Fussy',0.07390108
1,On,7.902605,34.078598,'Fussy',0.15560246
2,On,0.0,50.014862,'Fussy',0.040145565
3,On,0.0,47.272186,'Fussy',0.1358032
4,On,11.874655,34.95557,'Fussy',0.14122407
5,On,8.964573,59.37475,'Fussy',0.003041458
6,On,0.5818386,47.029682,'Fussy',0.15963958
7,On,13.521099,45.019302,'Fussy',0.113227785
8,On,14.711657,53.795288,'Fussy',0.0065660714
9,On,0.0,49.463074,'Fussy',0.13703887
10,On,0.0,57.314606,'Fussy',0.1207516
11,On,0.0,42.93039,'Fussy',0.13766947
12,On,0.09639168,56.21721,'Fussy',0.046603598
13,On,0.0,36.66054,'Fussy',0.07983463
14,On,0.0,54.873497,'Fussy',0.028405273
15,On,0.0,53.490875,'Fussy',0.06262364
16,On,0.0,37.711357,'Fussy',0.07944264
17,On,0.0,39.476013,'Fussy',0.087351434
18,On,0.0,44.9028,'Fussy',0.04730178
19,On,0.0,42.244686,'Fussy',0.06535294
20,On,4.4314957,44.35637,'Fussy',0.014706648
21,On,0.0,39.988705,'Fussy',0.061267555
22,On,11.794554,55.859528,'Fussy',0.12267076
23,On,2.608801,61.3358,'Fussy',0.015261698
24,On,0.0,53.165176,'Fussy',0.11418267
25,On,0.0,52.759567,'Fussy',0.09005443
26,On,11.793785,40.35952,'Fussy',0.17614272
27,On,0.2512045,40.940125,'Fussy',0.120113134
28,On,11.929972,43.081543,'Fussy',0.14591132
29,On,0.0,50.04326,'Fussy',0.19343762
30,On,0.0,53.66143,'Fussy',0.07496351
31,On,12.622238,42.737446,'Fussy',0.12253207
32,On,6.0236263,62.25573,'Fussy',0.19524898
33,On,5.3569546,41.581314,'Fussy',0.10761272
34,On,6.6566143,61.906334,'Fussy',0.07233013
35,On,0.0,56.15644,'Fussy',0.1744377
36,On,0.0,45.44129,'Fussy',0.15108593
37,On,3.7780228,62.97233,'Fussy',0.094953455
38,On,0.0,40.02013,'Fussy',0.07310613
39,On,0.0,65.53923,'Fussy',0.16252218
40,On,0.0,65.53923,'Fussy',0.16252218
41,On,0.0,65.53923,'Fussy',0.16252218
42,On,0.0,65.53923,'Fussy',0.16252218
43,On,0.0,65.53923,'Fussy',0.16252218
44,On,0.0,65.53923,'Fussy',0.16252218
45,On,0.0,65.53923,'Fussy',0.16252218
46,On,0.0,65.53923,'Fussy',0.16252218
47,On,0.0,65.53923,'Fussy',0.16252218
48,On,0.0,65.53923,'Fussy',0.16252218
49,On,0.0,65.53923,'Fussy',0.16252218
50,On,0.0,65.53923,'Fussy',0.16252218
51,On,11.796288,47.27021,'Fussy',0.01660881
52,On,6.106842,45.50379,'Fussy',0.15145813
53,On,14.326759,54.071274,'Fussy',0.07480347
54,On,0.0,49.760292,'Fussy',0.17664193
55,On,3.273056,57.871788,'Fussy',0.026165271
56,On,0.0,61.20456,'Fussy',0.03673773
57,On,0.0,53.535126,'Fussy',0.097593665
58,On,0.0,56.606377,'Fussy',0.07240105
59,On,0.829731,50.81128,'Fussy',0.07921111
60,On,0.0,73.82358,'Fussy',0.1932749
61,On,3.563383,48.10809,'Fussy',0.07521504
62,On,0.0,69.28165,'Fussy',0.18103756
63,On,0.0,53.932213,'Fussy',0.04716107
64,On,1.9898052,57.507874,'Fussy',0.14167254
65,On,0.0,64.33031,'Fussy',0.0038236023
66,On,0.0,47.445587,'Fussy',0.15010783
67,On,0.0,73.77971,'Fussy',0.1592607
68,On,0.0,75.314064,'Fussy',0.033734858
69,On,14.977762,60.87577,'Fussy',0.10781952
70,On,0.027976455,61.764027,'Carrier1',0.4779082
71,On,0.027976455,62.049202,'Carrier1',0.41839668
72,On,0.027976455,62.335888,'Carrier1',0.4458295
73,On,0.03956468,62.624084,'Carrier1',0.44126415
74,On,0.0,62.913788,'Carrier1',0.49402648
75,On,0.0,67.564064,'Fussy',0.07394995
76,On,14.580706,57.22355,'Fussy',0.07076863
77,On,0.0,54.922768,'Fussy',0.19565855
78,On,0.0,69.66986,'Fussy',0.08190336
79,On,4.214775,50.18286,'Fussy',0.16878836
80,On,0.0,79.488815,'Fussy',0.12548141
81,On,0.0,54.60977,'Fussy',0.18124723
82,On,0.0,61.580727,'Fussy',0.10079952
83,On,5.914015,55.69178,'Fussy',0.09153177
84,On,6.7002735,76.058014,'Fussy',0.099245206
85,On,0.0,56.296524,'Fussy',0.05919565
86,On,0.3165779,65.22917,'Fussy',0.0506835
87,On,10.232418,69.995995,'Fussy',0.037689175
88,On,0.0,65.79779,'Fussy',0.075039506
89,On,0.2857647,71.29779,'Fussy',0.19755033
90,On,0.0,71.28569,'Fussy',0.038917687
91,On,0.0,59.843002,'Fussy',0.09133939
92,On,8.687359,74.87573,'Fussy',0.023259247
93,On,0.0,64.27848,'Fussy',0.08697518
94,On,10.406155,61.75595,'Fussy',0.03672831
95,On,0.0,67.01969,'Fussy',0.01774162
96,On,0.0,73.37399,'Fussy',0.11853669
97,On,0.0,77.64444,'Fussy',0.009147144
98,On,0.0,70.901955,'Fussy',0.05486659
99,On,11.528173,65.7923,'Fussy',0.079596356
100,On,11.393076,73.48972,'Fussy',0.4972849
101,On,9.512186,74.35745,'Fussy',0.32640198
102,On,0.0,53.403564,'Fussy',0.36156517
103,On,0.0,50.71261,'Fussy',0.3232766
104,On,0.0,39.28597,'Fussy',0.33546478
105,On,0.0,50.497856,'Fussy',0.43467945
106,On,13.081224,39.95671,'Fussy',0.4435712
107,On,1.6954422,43.642937,'Fussy',0.33461988
108,On,0.0,15.49902,'Fussy',0.43005085
109,On,0.0,30.306122,'Fussy',0.3958063
110,On,11.552612,8.002991,'Fussy',0.4730534
111,On,0.0,15.955856,'Fussy',0.43443865
112,On,11.00042,0.0,'Fussy',0.36403874
113,On,0.0,12.658026,'Fussy',0.44244367
114,On,14.362915,0.0,'Fussy',0.33511257
115,On,0.0,10.238415,'Fussy',0.43069008
116,On,11.608921,0.0,'Fussy',0.43321985
117,On,0.0,0.0,'Fussy',0.3691159
118,On,1.0181408,8.931015,'Fussy',0.48455718
119,On,0.0,0.0,'Fussy',0.48464018
120,On,12.58436,0.0,'Fussy',0.40943888
121,On,0.0,0.0,'Fussy',0.33359495
122,On,0.0,14.667894,'Fussy',0.44309443
123,On,5.213949,15.252203,'Fussy',0.37387338
124,On,0.0,8.852043,'Fussy',0.37014815
125,On,5.7544975,5.402563,'Fussy',0.46865082
126,On,0.0,6.603426,'Fussy',0.49428922
127,On,0.0,0.0,'Fussy',0.3082825
128,On,0.0,12.1203575,'Fussy',0.4231609
129,On,0.32159615,0.0,'Fussy',0.406637
130,On,6.6209793,6.0306816,'Fussy',0.36763003
131,On,1.8271065,0.0,'Fussy',0.33283168
132,On,0.0,0.0,'Fussy',0.4316597
133,On,0.0,8.68034,'Fussy',0.42284417
134,On,0.0,0.0,'Fussy',0.46527404
135,On,0.0,0.0,'Fussy',0.37819532
136,On,5.499222,0.0,'Fussy',0.44170284
137,On,9.792795,4.122736,'Fussy',0.35144138
138,On,4.496069,10.245781,'Fussy',0.47504592
139,On,14.664043,3.6126366,'Fussy',0.4117379
140,On,0.0,9.337025,'Fussy',0.39226234
141,On,13.086065,0.0,'Fussy',0.40235788
142,On,0.0,0.0,'Fussy',0.3140481
143,On,1.5249615,2.5695972,'Fussy',0.32112497
144,On,1.1076813,0.0,'Fussy',0.4651652
145,On,11.427483,0.0,'Fussy',0.3377418
146,On,7.2216015,0.0,'Fussy',0.32618278
147,On,0.0,0.0,'Fussy',0.32743436
148,On,3.6953487,0.0,'Fussy',0.43751615
149,On,9.533058,10.402807,'Fussy',0.37864193
150,On,12.630207,3.6827202,'Fussy',0.41574922
151,On,14.251028,2.9107628,'Fussy',0.4921333
152,On,6.0641193,0.0,'Fussy',0.3199522
153,On,0.0,3.315321,'Fussy',0.37914506
154,On,13.594536,2.3847885,'Fussy',0.32419616
155,On,0.0,0.0,'Fussy',0.34274036
156,Off,0.0,0.0,'',0.0
157,Off,0.0,0.0,'',0.0
158,Off,0.0,0.0,'',0.0
159,Off,0.0,0.0,'',0.0
160,Off,0.0,0.0,'',0.0
161,Off,0.0,0.0,'',0.0
162,Off,0.0,0.0,'',0.0
163,Off,0.0,0.0,'',0.0
164,Off,0.0,0.0,'',0.0
165,Off,0.0,0.0,'',0.0
166,Off,0.0,0.0,'',0.0
167,Off,0.0,0.0,'',0.0
168,Off,0.0,0.0,'',0.0
169,Off,0.0,0.0,'',0.0
170,Off,0.0,0.0,'',0.0
171,Off,0.0,0.0,'',0.0
172,Off,0.0,0.0,'',0.0
173,Off,0.0,0.0,'',0.0
174,Off,0.0,0.0,'',0.0
175,Off,0.0,0.0,'',0.0
176,Off,0.0,0.0,'',0.0
177,Off,0.0,0.0,'',0.0
178,Off,0.0,0.0,'',0.0
179,Off,0.0,0.0,'',0.0
180,Off,0.0,0.0,'',0.0
181,Off,0.0,0.0,'',0.0
182,Off,0.0,0.0,'',0.0
183,Off,0.0,0.0,'',0.0
184,Off,0.0,0.0,'',0.0
185,Off,0.0,0.0,'',0.0
186,Off,0.0,0.0,'',0.0
187,Off,0.0,0.0,'',0.0
188,Off,0.0,0.0,'',0.0
189,Off,0.0,0.0,'',0.0
190,Off,0.0,0.0,'',0.0
191,Off,0.0,0.0,'',0.0
192,Off,0.0,0.0,'',0.0
193,Off,0.0,0.0,'',0.0
194,Off,0.0,0.0,'',0.0
195,Off,0.0,0.0,'',0.0
196,Off,0.0,0.0,'',0.0
197,Off,0.0,0.0,'',0.0
198,Off,0.0,0.0,'',0.0
199,Off,0.0,0.0,'',0.0
