时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
0,FormationKeep,1,2 3 
0,ESMPositioning,1,2 3 
1,FormationKeep,1,2 3 
1,ESMPositioning,1,2 3 
2,FormationKeep,1,2 3 
2,ESMPositioning,1,2 3 
3,FormationKeep,1,2 3 
3,ESMPositioning,1,2 3 
4,FormationKeep,1,2 3 
4,ESMPositioning,1,2 3 
5,FormationKeep,1,2 3 
5,ESMPositioning,1,2 3 
6,FormationKeep,1,2 3 
6,ESMPositioning,1,2 3 
7,FormationKeep,1,2 3 
7,ESMPositioning,1,2 3 
8,FormationKeep,1,2 3 
8,ESMPositioning,1,2 3 
9,FormationKeep,1,2 3 
9,ESMPositioning,1,2 3 
10,FormationKeep,1,2 3 
10,ESMPositioning,1,2 3 
11,FormationKeep,1,2 3 
11,ESMPositioning,1,2 3 
12,FormationKeep,1,2 3 
12,ESMPositioning,1,2 3 
13,FormationKeep,1,2 3 
13,ESMPositioning,1,2 3 
14,FormationKeep,1,2 3 
14,ESMPositioning,1,2 3 
15,FormationKeep,1,2 3 
15,ESMPositioning,1,2 3 
16,FormationKeep,1,2 3 
16,ESMPositioning,1,2 3 
17,FormationKeep,1,2 3 
17,ESMPositioning,1,2 3 
18,FormationKeep,1,2 3 
18,ESMPositioning,1,2 3 
19,FormationKeep,1,2 3 
19,ESMPositioning,1,2 3 
20,FormationKeep,1,2 3 
20,ESMPositioning,1,2 3 
21,FormationKeep,1,2 3 
21,ESMPositioning,1,2 3 
22,FormationKeep,1,2 3 
22,ESMPositioning,1,2 3 
23,FormationKeep,1,2 3 
23,ESMPositioning,1,2 3 
24,FormationKeep,1,2 3 
24,ESMPositioning,1,2 3 
25,FormationKeep,1,2 3 
25,ESMPositioning,1,2 3 
26,FormationKeep,1,2 3 
26,ESMPositioning,1,2 3 
27,FormationKeep,1,2 3 
27,ESMPositioning,1,2 3 
28,FormationKeep,1,2 3 
28,ESMPositioning,1,2 3 
29,FormationKeep,1,2 3 
29,ESMPositioning,1,2 3 
30,FormationKeep,1,2 3 
30,ESMPositioning,1,2 3 
31,FormationKeep,1,2 3 
31,ESMPositioning,1,2 3 
32,FormationKeep,1,2 3 
32,ESMPositioning,1,2 3 
33,FormationKeep,1,2 3 
33,ESMPositioning,1,2 3 
34,FormationKeep,1,2 3 
34,ESMPositioning,1,2 3 
35,FormationKeep,1,2 3 
35,ESMPositioning,1,2 3 
36,FormationKeep,1,2 3 
36,ESMPositioning,1,2 3 
37,FormationKeep,1,2 3 
37,ESMPositioning,1,2 3 
38,FormationKeep,1,2 3 
38,ESMPositioning,1,2 3 
39,FormationKeep,1,2 3 
39,ESMPositioning,1,2 3 
40,FormationKeep,1,2 3 
40,ESMPositioning,1,2 3 
41,FormationKeep,1,2 3 
41,ESMPositioning,1,2 3 
42,FormationKeep,1,2 3 
42,ESMPositioning,1,2 3 
43,FormationKeep,1,2 3 
