时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
0,On,0.0,10.0283985,'Fussy',0.11248175
1,On,3.0685902,8.916487,'Fussy',0.013423991
2,On,0.0,11.4457,'Fussy',0.11502919
3,On,0.0,9.791698,'Fussy',0.13206391
4,On,0.0,0.0,'Fussy',0.01329869
5,On,0.0,14.250059,'Fussy',0.16223402
6,On,0.0,6.960554,'Fussy',0.17297325
7,On,2.9267426,15.869642,'Fussy',0.18205525
8,On,1.8315792,0.0,'Fussy',0.008269382
9,On,0.02037716,0.0,'Fussy',0.19550249
10,On,2.1075497,0.0,'Fussy',0.1085091
11,On,9.947506,0.0,'Fussy',0.018709172
12,On,0.0,0.0,'Fussy',0.08117632
13,On,13.446306,0.0,'Fussy',0.057299506
14,On,0.2711296,0.0,'Fussy',0.14610095
15,On,0.0,12.648279,'Fussy',0.18863378
16,On,1.7192345,2.4167747,'Fussy',0.064120665
17,On,0.0,0.0,'Fussy',0.11433411
18,On,6.393654,0.0,'Fussy',0.07175135
19,On,0.0,0.0,'Fussy',0.19224225
20,On,0.0,0.0,'Fussy',0.08470801
21,On,0.0,0.0,'Fussy',0.083875515
22,On,8.113644,0.0,'Fussy',0.046414223
23,On,0.0,0.0,'Fussy',0.093714826
24,On,0.0,0.0,'Fussy',0.049759854
25,On,0.0,0.7214632,'Fussy',0.05660367
26,On,1.0300674,2.153534,'Fussy',0.091639064
27,On,2.1010742,0.0,'Fussy',0.09966719
28,On,0.0,0.0,'Fussy',0.14052762
29,On,0.0,0.0,'Fussy',0.16855231
30,On,0.0,0.0,'Fussy',0.16855231
31,On,0.0,0.0,'Fussy',0.16855231
32,On,0.0,0.0,'Fussy',0.16855231
33,On,0.0,0.0,'Fussy',0.16855231
34,On,0.0,0.0,'Fussy',0.16855231
35,On,0.0,0.0,'Fussy',0.16855231
36,On,0.0,0.0,'Fussy',0.16855231
37,On,0.0,0.0,'Fussy',0.16855231
38,On,0.0,0.0,'Fussy',0.16855231
39,On,0.0,0.0,'Fussy',0.16855231
40,On,0.0,0.0,'Fussy',0.16855231
41,On,12.791239,10.902342,'Fussy',0.18735415
42,On,13.37151,2.814602,'Fussy',0.14642186
43,On,0.0,0.0,'Fussy',0.18683092
44,On,7.72196,0.0,'Fussy',0.009564245
45,On,2.4276924,0.0,'Fussy',0.18239705
46,On,0.0,0.0,'Fussy',0.11705204
47,On,7.0318165,0.0,'Fussy',0.00795225
48,On,3.2424068,0.0,'Fussy',0.188336
49,On,0.0,6.5757008,'Fussy',0.058336712
50,On,0.0,0.976182,'Fussy',0.16982637
51,On,0.0,0.0,'Fussy',0.048880637
52,On,0.0,5.52063,'Fussy',0.12747718
53,On,5.997053,0.0,'Fussy',0.05962366
54,On,14.294703,0.0,'Fussy',0.15030544
55,On,0.0,0.0,'Fussy',0.02836368
56,On,4.337801,0.0,'Fussy',0.07921403
57,On,4.337801,0.0,'Fussy',0.07921403
58,On,4.337801,0.0,'Fussy',0.07921403
59,On,4.337801,0.0,'Fussy',0.07921403
60,On,4.337801,0.0,'Fussy',0.07921403
61,On,4.337801,0.0,'Fussy',0.07921403
62,On,4.337801,0.0,'Fussy',0.07921403
63,On,4.337801,0.0,'Fussy',0.07921403
64,On,4.337801,0.0,'Fussy',0.07921403
65,On,4.337801,0.0,'Fussy',0.07921403
66,On,4.337801,0.0,'Fussy',0.07921403
67,On,4.337801,0.0,'Fussy',0.07921403
68,On,0.0,0.0,'Fussy',0.12084825
69,On,0.0,12.901928,'Fussy',0.17797923
70,On,0.0,0.0,'Fussy',0.06133416
71,On,0.0,14.803896,'Fussy',0.14846359
72,On,0.0,15.098408,'Fussy',0.006953001
73,On,0.0,11.475853,'Fussy',0.13971384
74,On,12.1264305,0.0,'Fussy',0.16813146
75,On,10.833443,0.0,'Fussy',0.12191119
76,On,12.815304,0.034459114,'Fussy',0.016076768
77,On,0.0,0.0,'Fussy',0.027998721
78,On,0.0,0.0,'Fussy',0.16642307
79,On,4.415924,0.0,'Fussy',0.03822601
80,On,0.0,11.248419,'Fussy',0.068129234
81,On,5.6917706,0.0,'Fussy',0.07052847
82,On,0.0,0.0,'Fussy',0.023103928
83,On,10.955189,8.225065,'Fussy',0.026314605
84,On,7.50383,0.0,'Fussy',0.16539626
85,On,0.0,0.0,'Fussy',0.094367065
86,On,0.0,13.089716,'Fussy',0.071345486
87,On,7.708456,15.43585,'Fussy',0.18807542
88,On,0.0,0.0,'Fussy',0.024032796
89,On,8.560926,10.55521,'Fussy',0.13505444
90,On,9.900198,0.0,'Fussy',0.05538857
91,On,0.0,10.560995,'Fussy',0.13389727
92,On,0.0,0.33083725,'Fussy',0.056153845
93,On,0.0,8.257301,'Fussy',0.06762677
94,On,0.0,2.9497643,'Fussy',0.120009065
95,On,7.0566063,0.0,'Fussy',0.0894257
96,On,0.0,0.0,'Fussy',0.0597064
97,On,0.0,8.783916,'Fussy',0.12860945
98,On,0.0,0.0,'Fussy',0.014588368
99,On,0.0,0.7459116,'Fussy',0.19907184
100,On,8.735872,10.677462,'Fussy',0.13509282
101,On,0.0,14.049959,'Fussy',0.1884569
102,On,0.5755758,8.095911,'Fussy',0.019527126
103,On,0.0,3.809536,'Fussy',0.14539373
104,On,0.0,2.778164,'Fussy',0.0906858
105,On,0.0,0.0,'Fussy',0.1923827
106,On,7.156212,0.0,'Fussy',0.045856345
107,On,14.687592,0.0,'Fussy',0.19575728
108,On,0.0,3.9570236,'Fussy',0.18037672
109,On,0.0,0.0,'Fussy',0.13064869
110,On,0.0,10.838604,'Fussy',0.012209117
111,On,3.066042,0.0,'Fussy',0.16237032
112,On,0.0,13.890469,'Fussy',9.48894E-4
113,On,9.617521,3.8111153,'Fussy',0.04063934
114,On,7.578518,13.095472,'Fussy',0.0060755494
115,On,0.0,7.5698566,'Fussy',0.02454332
116,On,0.34649944,0.0,'Fussy',0.090563156
117,On,0.0,0.0,'Fussy',0.14278871
118,On,4.0892467,9.609034,'Fussy',0.012106645
119,On,13.053062,0.0,'Fussy',0.09040345
120,On,0.0,15.605825,'Fussy',0.1465542
121,On,0.0,0.0,'Fussy',0.027879465
122,On,13.729912,10.7941265,'Fussy',0.19716726
123,On,15.334318,0.0,'Fussy',0.06868835
124,On,10.482271,0.0,'Fussy',0.015008521
125,On,16.315598,6.8921776,'Fussy',0.14849709
126,On,0.9535322,0.0,'Fussy',0.1222466
127,On,8.45562,0.0,'Fussy',0.15096174
128,On,12.0902195,10.266182,'Fussy',0.19954726
129,On,0.75607586,6.321375,'Fussy',0.023474801
130,On,9.580936,0.0,'Fussy',0.08197534
131,On,13.559017,10.5241585,'Fussy',0.063788705
132,On,4.184185,0.0,'Fussy',0.05506755
133,On,13.209465,0.0,'Fussy',0.08885727
134,On,1.3172283,0.0,'Fussy',0.014503384
135,On,0.0,0.0,'Fussy',0.0041232468
136,On,0.0,0.0,'Fussy',0.14597203
137,On,9.890778,0.0,'Fussy',0.06697049
138,On,6.320366,7.5660553,'Fussy',0.17337015
139,On,16.21151,0.0,'Fussy',0.10630854
140,On,1.6273853,2.3008673,'Destroyer3',0.48908454
141,On,1.654694,2.3282652,'Destroyer3',0.41643298
142,On,1.6708182,2.356508,'Destroyer3',0.36679783
143,On,1.6874843,2.385565,'Destroyer3',0.3682127
144,On,1.7081169,2.126885,'Destroyer3',0.32250684
145,On,1.7298614,2.445286,'Destroyer3',0.36732942
